Price per Carat,Size,Colour,Clarity,Month,Year,Rapper
,1.01-1.09,J,IF,Aug,2025,-32
,1.01-1.09,J,VVS1,Aug,2025,-31
,1.01-1.09,J,VVS2,Aug,2025,-30
,1.01-1.09,J,VS1,Aug,2025,-30
,1.01-1.09,J,VS2,Aug,2025,-31
,1.01-1.09,J,SI1,Aug,2025,-32
,1.01-1.09,J,SI2,Aug,2025,-34
,1.01-1.09,J,I1,Aug,2025,-30
,1.01-1.09,K,IF,Aug,2025,-32
,1.01-1.09,K,VVS1,Aug,2025,-30
,1.01-1.09,K,VVS2,Aug,2025,-28.5
,1.01-1.09,K,VS1,Aug,2025,-28
,1.01-1.09,K,VS2,Aug,2025,-29
,1.01-1.09,K,SI1,Aug,2025,-30
,1.01-1.09,K,SI2,Aug,2025,-32
,1.01-1.09,K,I1,Aug,2025,-26
,1.01-1.09,L,IF,Aug,2025,-32
,1.01-1.09,L,VVS1,Aug,2025,-30
,1.01-1.09,L,VVS2,Aug,2025,-29
,1.01-1.09,L,VS1,Aug,2025,-28
,1.01-1.09,L,VS2,Aug,2025,-31
,1.01-1.09,L,SI1,Aug,2025,-30
,1.01-1.09,L,SI2,Aug,2025,-32
,1.01-1.09,L,I1,Aug,2025,-26
,1.01-1.09,M,IF,Aug,2025,-34
,1.01-1.09,M,VVS1,Aug,2025,-31
,1.01-1.09,M,VVS2,Aug,2025,-31
,1.01-1.09,M,VS1,Aug,2025,-31
,1.01-1.09,M,VS2,Aug,2025,-32
,1.01-1.09,M,SI1,Aug,2025,-32
,1.01-1.09,M,SI2,Aug,2025,-33
,1.01-1.09,M,I1,Aug,2025,-24
,1.01-1.09,D,IF,Sep,2025,-32
,1.01-1.09,D,VVS1,Sep,2025,-27
,1.01-1.09,D,VVS2,Sep,2025,-29
,1.01-1.09,D,VS1,Sep,2025,-28
,1.01-1.09,D,VS2,Sep,2025,-27
,1.01-1.09,D,SI1,Sep,2025,-27
,1.01-1.09,D,SI2,Sep,2025,-30
,1.01-1.09,D,I1,Sep,2025,-24
,1.01-1.09,E,IF,Sep,2025,-29
,1.01-1.09,E,VVS1,Sep,2025,-28
,1.01-1.09,E,VVS2,Sep,2025,-31
,1.01-1.09,E,VS1,Sep,2025,-29
,1.01-1.09,E,VS2,Sep,2025,-29
,1.01-1.09,E,SI1,Sep,2025,-31
,1.01-1.09,E,SI2,Sep,2025,-30
,1.01-1.09,E,I1,Sep,2025,-23
,1.01-1.09,F,IF,Sep,2025,-28
,1.01-1.09,F,VVS1,Sep,2025,-27
,1.01-1.09,F,VVS2,Sep,2025,-28
,1.01-1.09,F,VS1,Sep,2025,-28
,1.01-1.09,F,VS2,Sep,2025,-29
,1.01-1.09,F,SI1,Sep,2025,-29
,1.01-1.09,F,SI2,Sep,2025,-29
,1.01-1.09,F,I1,Sep,2025,-25
,1.01-1.09,G,IF,Sep,2025,-29
,1.01-1.09,G,VVS1,Sep,2025,-29
,1.01-1.09,G,VVS2,Sep,2025,-28
,1.01-1.09,G,VS1,Sep,2025,-28
,1.01-1.09,G,VS2,Sep,2025,-29
,1.01-1.09,G,SI1,Sep,2025,-32.5
,1.01-1.09,G,SI2,Sep,2025,-33
,1.01-1.09,G,I1,Sep,2025,-25
,1.01-1.09,H,IF,Sep,2025,-32
,1.01-1.09,H,VVS1,Sep,2025,-29.5
,1.01-1.09,H,VVS2,Sep,2025,-30
,1.01-1.09,H,VS1,Sep,2025,-29
,1.01-1.09,H,VS2,Sep,2025,-29
,1.01-1.09,H,SI1,Sep,2025,-32
,1.01-1.09,H,SI2,Sep,2025,-31
,1.01-1.09,H,I1,Sep,2025,-25
,1.01-1.09,I,IF,Sep,2025,-33
,1.01-1.09,I,VVS1,Sep,2025,-31
,1.01-1.09,I,VVS2,Sep,2025,-29
,1.01-1.09,I,VS1,Sep,2025,-31
,1.01-1.09,I,VS2,Sep,2025,-30
,1.01-1.09,I,SI1,Sep,2025,-32
,1.01-1.09,I,SI2,Sep,2025,-33
,1.01-1.09,I,I1,Sep,2025,-23
,1.01-1.09,J,IF,Sep,2025,-32
,1.01-1.09,J,VVS1,Sep,2025,-31
,1.01-1.09,J,VVS2,Sep,2025,-29
,1.01-1.09,J,VS1,Sep,2025,-29
,1.01-1.09,J,VS2,Sep,2025,-30
,1.01-1.09,J,SI1,Sep,2025,-31
,1.01-1.09,J,SI2,Sep,2025,-35
,1.01-1.09,J,I1,Sep,2025,-30
,1.01-1.09,K,IF,Sep,2025,-32
,1.01-1.09,K,VVS1,Sep,2025,-30
,1.01-1.09,K,VVS2,Sep,2025,-28.5
,1.01-1.09,K,VS1,Sep,2025,-27
,1.01-1.09,K,VS2,Sep,2025,-29
,1.01-1.09,K,SI1,Sep,2025,-29
,1.01-1.09,K,SI2,Sep,2025,-32
,1.01-1.09,K,I1,Sep,2025,-26
,1.01-1.09,L,IF,Sep,2025,-32
,1.01-1.09,L,VVS1,Sep,2025,-30
,1.01-1.09,L,VVS2,Sep,2025,-29
,1.01-1.09,L,VS1,Sep,2025,-28
,1.01-1.09,L,VS2,Sep,2025,-31
,1.01-1.09,L,SI1,Sep,2025,-30
,1.01-1.09,L,SI2,Sep,2025,-32
,1.01-1.09,L,I1,Sep,2025,-26
,1.01-1.09,M,IF,Sep,2025,-32
,1.01-1.09,M,VVS1,Sep,2025,-30
,1.01-1.09,M,VVS2,Sep,2025,-30
,1.01-1.09,M,VS1,Sep,2025,-29
,1.01-1.09,M,VS2,Sep,2025,-30
,1.01-1.09,M,SI1,Sep,2025,-32
,1.01-1.09,M,SI2,Sep,2025,-32
,1.01-1.09,M,I1,Sep,2025,-23
,1.01-1.09,D,IF,Oct,2025,-33
,1.01-1.09,D,VVS1,Oct,2025,-28
,1.01-1.09,D,VVS2,Oct,2025,-30
,1.01-1.09,D,VS1,Oct,2025,-28
,1.01-1.09,D,VS2,Oct,2025,-28
,1.01-1.09,D,SI1,Oct,2025,-27
,1.01-1.09,D,SI2,Oct,2025,-30
,1.01-1.09,D,I1,Oct,2025,-24
,1.01-1.09,E,IF,Oct,2025,-29
,1.01-1.09,E,VVS1,Oct,2025,-27
,1.01-1.09,E,VVS2,Oct,2025,-30.5
,1.01-1.09,E,VS1,Oct,2025,-29
,1.01-1.09,E,VS2,Oct,2025,-29
,1.01-1.09,E,SI1,Oct,2025,-29
,1.01-1.09,E,SI2,Oct,2025,-31
,1.01-1.09,E,I1,Oct,2025,-23
,1.01-1.09,F,IF,Oct,2025,-28
,1.01-1.09,F,VVS1,Oct,2025,-27
,1.01-1.09,F,VVS2,Oct,2025,-29
,1.01-1.09,F,VS1,Oct,2025,-28
,1.01-1.09,F,VS2,Oct,2025,-28
,1.01-1.09,F,SI1,Oct,2025,-29
,1.01-1.09,F,SI2,Oct,2025,-30
,1.01-1.09,F,I1,Oct,2025,-26
,1.01-1.09,G,IF,Oct,2025,-29
,1.01-1.09,G,VVS1,Oct,2025,-28
,1.01-1.09,G,VVS2,Oct,2025,-28
,1.01-1.09,G,VS1,Oct,2025,-27
,1.01-1.09,G,VS2,Oct,2025,-27
,1.01-1.09,G,SI1,Oct,2025,-31.5
,1.01-1.09,G,SI2,Oct,2025,-32
,1.01-1.09,G,I1,Oct,2025,-25
,1.01-1.09,H,IF,Oct,2025,-32
,1.01-1.09,H,VVS1,Oct,2025,-29.5
,1.01-1.09,H,VVS2,Oct,2025,-30.5
,1.01-1.09,H,VS1,Oct,2025,-29
,1.01-1.09,H,VS2,Oct,2025,-29
,1.01-1.09,H,SI1,Oct,2025,-32
,1.01-1.09,H,SI2,Oct,2025,-31
,1.01-1.09,H,I1,Oct,2025,-22
,1.01-1.09,I,IF,Oct,2025,-33
,1.01-1.09,I,VVS1,Oct,2025,-31
,1.01-1.09,I,VVS2,Oct,2025,-30
,1.01-1.09,I,VS1,Oct,2025,-29
,1.01-1.09,I,VS2,Oct,2025,-28
,1.01-1.09,I,SI1,Oct,2025,-32
,1.01-1.09,I,SI2,Oct,2025,-33
,1.01-1.09,I,I1,Oct,2025,-20
,1.01-1.09,J,IF,Oct,2025,-32
,1.01-1.09,J,VVS1,Oct,2025,-32
,1.01-1.09,J,VVS2,Oct,2025,-30
,1.01-1.09,J,VS1,Oct,2025,-30
,1.01-1.09,J,VS2,Oct,2025,-31
,1.01-1.09,J,SI1,Oct,2025,-31
,1.01-1.09,J,SI2,Oct,2025,-35
,1.01-1.09,J,I1,Oct,2025,-27
,1.01-1.09,K,IF,Oct,2025,-30
,1.01-1.09,K,VVS1,Oct,2025,-28
,1.01-1.09,K,VVS2,Oct,2025,-27
,1.01-1.09,K,VS1,Oct,2025,-27
,1.01-1.09,K,VS2,Oct,2025,-29
,1.01-1.09,K,SI1,Oct,2025,-29
,1.01-1.09,K,SI2,Oct,2025,-32
,1.01-1.09,K,I1,Oct,2025,-25
,1.01-1.09,L,IF,Oct,2025,-32
,1.01-1.09,L,VVS1,Oct,2025,-30
,1.01-1.09,L,VVS2,Oct,2025,-29
,1.01-1.09,L,VS1,Oct,2025,-29
,1.01-1.09,L,VS2,Oct,2025,-29
,1.01-1.09,L,SI1,Oct,2025,-30
,1.01-1.09,L,SI2,Oct,2025,-32
,1.01-1.09,L,I1,Oct,2025,-25
,1.01-1.09,M,IF,Oct,2025,-32
,1.01-1.09,M,VVS1,Oct,2025,-30
,1.01-1.09,M,VVS2,Oct,2025,-30
,1.01-1.09,M,VS1,Oct,2025,-28
,1.01-1.09,M,VS2,Oct,2025,-31
,1.01-1.09,M,SI1,Oct,2025,-32
,1.01-1.09,M,SI2,Oct,2025,-32
,1.01-1.09,M,I1,Oct,2025,-23
,1.01-1.09,D,IF,Nov,2025,-33
,1.01-1.09,D,VVS1,Nov,2025,-28
,1.01-1.09,D,VVS2,Nov,2025,-30
,1.01-1.09,D,VS1,Nov,2025,-28
,1.01-1.09,D,VS2,Nov,2025,-28
,1.01-1.09,D,SI1,Nov,2025,-27
,1.01-1.09,D,SI2,Nov,2025,-30
,1.01-1.09,D,I1,Nov,2025,-24
,1.01-1.09,E,IF,Nov,2025,-29
,1.01-1.09,E,VVS1,Nov,2025,-27
,1.01-1.09,E,VVS2,Nov,2025,-30
,1.01-1.09,E,VS1,Nov,2025,-29
,1.01-1.09,E,VS2,Nov,2025,-29
,1.01-1.09,E,SI1,Nov,2025,-29
,1.01-1.09,E,SI2,Nov,2025,-31
,1.01-1.09,E,I1,Nov,2025,-23
,1.01-1.09,F,IF,Nov,2025,-28
,1.01-1.09,F,VVS1,Nov,2025,-27
,1.01-1.09,F,VVS2,Nov,2025,-29
,1.01-1.09,F,VS1,Nov,2025,-28
,1.01-1.09,F,VS2,Nov,2025,-28
,1.01-1.09,F,SI1,Nov,2025,-29
,1.01-1.09,F,SI2,Nov,2025,-30
,1.01-1.09,F,I1,Nov,2025,-26
,1.01-1.09,G,IF,Nov,2025,-29
,1.01-1.09,G,VVS1,Nov,2025,-28
,1.01-1.09,G,VVS2,Nov,2025,-28
,1.01-1.09,G,VS1,Nov,2025,-27
,1.01-1.09,G,VS2,Nov,2025,-27
,1.01-1.09,G,SI1,Nov,2025,-31.5
,1.01-1.09,G,SI2,Nov,2025,-31.5
,1.01-1.09,G,I1,Nov,2025,-25
,1.01-1.09,H,IF,Nov,2025,-30
,1.01-1.09,H,VVS1,Nov,2025,-28
,1.01-1.09,H,VVS2,Nov,2025,-29
,1.01-1.09,H,VS1,Nov,2025,-29
,1.01-1.09,H,VS2,Nov,2025,-29
,1.01-1.09,H,SI1,Nov,2025,-31
,1.01-1.09,H,SI2,Nov,2025,-31
,1.01-1.09,H,I1,Nov,2025,-22
,1.01-1.09,I,IF,Nov,2025,-33
,1.01-1.09,I,VVS1,Nov,2025,-31
,1.01-1.09,I,VVS2,Nov,2025,-30
,1.01-1.09,I,VS1,Nov,2025,-29
,1.01-1.09,I,VS2,Nov,2025,-28
,1.01-1.09,I,SI1,Nov,2025,-31.5
,1.01-1.09,I,SI2,Nov,2025,-31
,1.01-1.09,I,I1,Nov,2025,-20
,1.01-1.09,J,IF,Nov,2025,-32
,1.01-1.09,J,VVS1,Nov,2025,-32
,1.01-1.09,J,VVS2,Nov,2025,-30
,1.01-1.09,J,VS1,Nov,2025,-30
,1.01-1.09,J,VS2,Nov,2025,-30
,1.01-1.09,J,SI1,Nov,2025,-30
,1.01-1.09,J,SI2,Nov,2025,-33
,1.01-1.09,J,I1,Nov,2025,-27
,1.01-1.09,K,IF,Nov,2025,-30
,1.01-1.09,K,VVS1,Nov,2025,-28
,1.01-1.09,K,VVS2,Nov,2025,-27
,1.01-1.09,K,VS1,Nov,2025,-27
,1.01-1.09,K,VS2,Nov,2025,-29
,1.01-1.09,K,SI1,Nov,2025,-29
,1.01-1.09,K,SI2,Nov,2025,-31.5
,1.01-1.09,K,I1,Nov,2025,-25
,1.01-1.09,L,IF,Nov,2025,-30
,1.01-1.09,L,VVS1,Nov,2025,-28
,1.01-1.09,L,VVS2,Nov,2025,-28
,1.01-1.09,L,VS1,Nov,2025,-29
,1.01-1.09,L,VS2,Nov,2025,-29
,1.01-1.09,L,SI1,Nov,2025,-29
,1.01-1.09,L,SI2,Nov,2025,-32
,1.01-1.09,L,I1,Nov,2025,-25
,1.01-1.09,M,IF,Nov,2025,-30
,1.01-1.09,M,VVS1,Nov,2025,-30
,1.01-1.09,M,VVS2,Nov,2025,-30
,1.01-1.09,M,VS1,Nov,2025,-28
,1.01-1.09,M,VS2,Nov,2025,-31
,1.01-1.09,M,SI1,Nov,2025,-32
,1.01-1.09,M,SI2,Nov,2025,-31
,1.01-1.09,M,I1,Nov,2025,-23
,1.01-1.09,D,IF,Dec,2025,-33
,1.01-1.09,D,VVS1,Dec,2025,-28
,1.01-1.09,D,VVS2,Dec,2025,-30
,1.01-1.09,D,VS1,Dec,2025,-28
,1.01-1.09,D,VS2,Dec,2025,-28
,1.01-1.09,D,SI1,Dec,2025,-27
,1.01-1.09,D,SI2,Dec,2025,-30
,1.01-1.09,D,I1,Dec,2025,-24
,1.01-1.09,E,IF,Dec,2025,-27
,1.01-1.09,E,VVS1,Dec,2025,-27
,1.01-1.09,E,VVS2,Dec,2025,-30
,1.01-1.09,E,VS1,Dec,2025,-29
,1.01-1.09,E,VS2,Dec,2025,-29
,1.01-1.09,E,SI1,Dec,2025,-29
,1.01-1.09,E,SI2,Dec,2025,-29
,1.01-1.09,E,I1,Dec,2025,-22
,1.01-1.09,F,IF,Dec,2025,-27
,1.01-1.09,F,VVS1,Dec,2025,-27
,1.01-1.09,F,VVS2,Dec,2025,-28
,1.01-1.09,F,VS1,Dec,2025,-28
,1.01-1.09,F,VS2,Dec,2025,-28
,1.01-1.09,F,SI1,Dec,2025,-28
,1.01-1.09,F,SI2,Dec,2025,-30
,1.01-1.09,F,I1,Dec,2025,-26
,1.01-1.09,G,IF,Dec,2025,-28
,1.01-1.09,G,VVS1,Dec,2025,-28
,1.01-1.09,G,VVS2,Dec,2025,-28
,1.01-1.09,G,VS1,Dec,2025,-27
,1.01-1.09,G,VS2,Dec,2025,-26
,1.01-1.09,G,SI1,Dec,2025,-31.5
,1.01-1.09,G,SI2,Dec,2025,-31.5
,1.01-1.09,G,I1,Dec,2025,-25
,1.01-1.09,H,IF,Dec,2025,-30
,1.01-1.09,H,VVS1,Dec,2025,-28
,1.01-1.09,H,VVS2,Dec,2025,-28
,1.01-1.09,H,VS1,Dec,2025,-26
,1.01-1.09,H,VS2,Dec,2025,-28
,1.01-1.09,H,SI1,Dec,2025,-30
,1.01-1.09,H,SI2,Dec,2025,-31
,1.01-1.09,H,I1,Dec,2025,-22
,1.01-1.09,I,IF,Dec,2025,-32
,1.01-1.09,I,VVS1,Dec,2025,-30
,1.01-1.09,I,VVS2,Dec,2025,-30
,1.01-1.09,I,VS1,Dec,2025,-29
,1.01-1.09,I,VS2,Dec,2025,-28
,1.01-1.09,I,SI1,Dec,2025,-31
,1.01-1.09,I,SI2,Dec,2025,-31
,1.01-1.09,I,I1,Dec,2025,-20
,1.01-1.09,J,IF,Dec,2025,-31
,1.01-1.09,J,VVS1,Dec,2025,-30
,1.01-1.09,J,VVS2,Dec,2025,-29
,1.01-1.09,J,VS1,Dec,2025,-29
,1.01-1.09,J,VS2,Dec,2025,-30
,1.01-1.09,J,SI1,Dec,2025,-30
,1.01-1.09,J,SI2,Dec,2025,-31
,1.01-1.09,J,I1,Dec,2025,-25
,1.01-1.09,K,IF,Dec,2025,-29
,1.01-1.09,K,VVS1,Dec,2025,-26
,1.01-1.09,K,VVS2,Dec,2025,-26
,1.01-1.09,K,VS1,Dec,2025,-26
,1.01-1.09,K,VS2,Dec,2025,-29
,1.01-1.09,K,SI1,Dec,2025,-29
,1.01-1.09,K,SI2,Dec,2025,-31.5
,1.01-1.09,K,I1,Dec,2025,-25
,1.01-1.09,L,IF,Dec,2025,-30
,1.01-1.09,L,VVS1,Dec,2025,-28
,1.01-1.09,L,VVS2,Dec,2025,-28
,1.01-1.09,L,VS1,Dec,2025,-28
,1.01-1.09,L,VS2,Dec,2025,-28
,1.01-1.09,L,SI1,Dec,2025,-29
,1.01-1.09,L,SI2,Dec,2025,-32
,1.01-1.09,L,I1,Dec,2025,-25
,1.01-1.09,M,IF,Dec,2025,-30
,1.01-1.09,M,VVS1,Dec,2025,-30
,1.01-1.09,M,VVS2,Dec,2025,-29
,1.01-1.09,M,VS1,Dec,2025,-28
,1.01-1.09,M,VS2,Dec,2025,-31
,1.01-1.09,M,SI1,Dec,2025,-32
,1.01-1.09,M,SI2,Dec,2025,-31
,1.01-1.09,M,I1,Dec,2025,-23
,1.01-1.09,D,IF,Jan,2026,-26
,1.01-1.09,D,VVS1,Jan,2026,-25
,1.01-1.09,D,VVS2,Jan,2026,-26
,1.01-1.09,D,VS1,Jan,2026,-24
,1.01-1.09,D,VS2,Jan,2026,-25
,1.01-1.09,D,SI1,Jan,2026,-24
,1.01-1.09,D,SI2,Jan,2026,-22
,1.01-1.09,D,I1,Jan,2026,-20
,1.01-1.09,E,IF,Jan,2026,-22
,1.01-1.09,E,VVS1,Jan,2026,-23
,1.01-1.09,E,VVS2,Jan,2026,-27
,1.01-1.09,E,VS1,Jan,2026,-27
,1.01-1.09,E,VS2,Jan,2026,-26
,1.01-1.09,E,SI1,Jan,2026,-26
,1.01-1.09,E,SI2,Jan,2026,-22
,1.01-1.09,E,I1,Jan,2026,-19
,1.01-1.09,F,IF,Jan,2026,-24
,1.01-1.09,F,VVS1,Jan,2026,-25
,1.01-1.09,F,VVS2,Jan,2026,-26
,1.01-1.09,F,VS1,Jan,2026,-27
,1.01-1.09,F,VS2,Jan,2026,-26
,1.01-1.09,F,SI1,Jan,2026,-28
,1.01-1.09,F,SI2,Jan,2026,-30
,1.01-1.09,F,I1,Jan,2026,-26
,1.01-1.09,G,IF,Jan,2026,-25
,1.01-1.09,G,VVS1,Jan,2026,-26
,1.01-1.09,G,VVS2,Jan,2026,-28
,1.01-1.09,G,VS1,Jan,2026,-25
,1.01-1.09,G,VS2,Jan,2026,-25
,1.01-1.09,G,SI1,Jan,2026,-29
,1.01-1.09,G,SI2,Jan,2026,-31
,1.01-1.09,G,I1,Jan,2026,-23
,1.01-1.09,H,IF,Jan,2026,-26
,1.01-1.09,H,VVS1,Jan,2026,-24
,1.01-1.09,H,VVS2,Jan,2026,-28
,1.01-1.09,H,VS1,Jan,2026,-26
,1.01-1.09,H,VS2,Jan,2026,-25
,1.01-1.09,H,SI1,Jan,2026,-31
,1.01-1.09,H,SI2,Jan,2026,-32
,1.01-1.09,H,I1,Jan,2026,-22
,1.01-1.09,I,IF,Jan,2026,-27
,1.01-1.09,I,VVS1,Jan,2026,-28
,1.01-1.09,I,VVS2,Jan,2026,-26
,1.01-1.09,I,VS1,Jan,2026,-28
,1.01-1.09,I,VS2,Jan,2026,-28
,1.01-1.09,I,SI1,Jan,2026,-29
,1.01-1.09,I,SI2,Jan,2026,-31
,1.01-1.09,I,I1,Jan,2026,-20
,1.01-1.09,J,IF,Jan,2026,-27
,1.01-1.09,J,VVS1,Jan,2026,-29
,1.01-1.09,J,VVS2,Jan,2026,-28
,1.01-1.09,J,VS1,Jan,2026,-28
,1.01-1.09,J,VS2,Jan,2026,-28
,1.01-1.09,J,SI1,Jan,2026,-28
,1.01-1.09,J,SI2,Jan,2026,-31
,1.01-1.09,J,I1,Jan,2026,-24
,1.01-1.09,K,IF,Jan,2026,-29
,1.01-1.09,K,VVS1,Jan,2026,-28
,1.01-1.09,K,VVS2,Jan,2026,-26
,1.01-1.09,K,VS1,Jan,2026,-28
,1.01-1.09,K,VS2,Jan,2026,-29
,1.01-1.09,K,SI1,Jan,2026,-30
,1.01-1.09,K,SI2,Jan,2026,-31
,1.01-1.09,K,I1,Jan,2026,-22
,1.01-1.09,L,IF,Jan,2026,-29
,1.01-1.09,L,VVS1,Jan,2026,-27
,1.01-1.09,L,VVS2,Jan,2026,-29
,1.01-1.09,L,VS1,Jan,2026,-28
,1.01-1.09,L,VS2,Jan,2026,-28
,1.01-1.09,L,SI1,Jan,2026,-26
,1.01-1.09,L,SI2,Jan,2026,-31
,1.01-1.09,L,I1,Jan,2026,-25
,1.01-1.09,M,IF,Jan,2026,-30
,1.01-1.09,M,VVS1,Jan,2026,-30
,1.01-1.09,M,VVS2,Jan,2026,-27
,1.01-1.09,M,VS1,Jan,2026,-27
,1.01-1.09,M,VS2,Jan,2026,-29
,1.01-1.09,M,SI1,Jan,2026,-30
,1.01-1.09,M,SI2,Jan,2026,-30
,1.01-1.09,M,I1,Jan,2026,-22
,1.01-1.09,D,IF,Feb,2026,-24
,1.01-1.09,D,VVS1,Feb,2026,-23
,1.01-1.09,D,VVS2,Feb,2026,-23
,1.01-1.09,D,VS1,Feb,2026,-22
,1.01-1.09,D,VS2,Feb,2026,-23
,1.01-1.09,D,SI1,Feb,2026,-21
,1.01-1.09,D,SI2,Feb,2026,-19
,1.01-1.09,D,I1,Feb,2026,-15
,1.01-1.09,E,IF,Feb,2026,-20
,1.01-1.09,E,VVS1,Feb,2026,-21
,1.01-1.09,E,VVS2,Feb,2026,-23
,1.01-1.09,E,VS1,Feb,2026,-24
,1.01-1.09,E,VS2,Feb,2026,-24
,1.01-1.09,E,SI1,Feb,2026,-23
,1.01-1.09,E,SI2,Feb,2026,-19
,1.01-1.09,E,I1,Feb,2026,-15
,1.01-1.09,F,IF,Feb,2026,-22
,1.01-1.09,F,VVS1,Feb,2026,-23
,1.01-1.09,F,VVS2,Feb,2026,-24
,1.01-1.09,F,VS1,Feb,2026,-25
,1.01-1.09,F,VS2,Feb,2026,-23
,1.01-1.09,F,SI1,Feb,2026,-24
,1.01-1.09,F,SI2,Feb,2026,-25
,1.01-1.09,F,I1,Feb,2026,-20
,1.01-1.09,G,IF,Feb,2026,-22
,1.01-1.09,G,VVS1,Feb,2026,-22
,1.01-1.09,G,VVS2,Feb,2026,-25
,1.01-1.09,G,VS1,Feb,2026,-22
,1.01-1.09,G,VS2,Feb,2026,-22
,1.01-1.09,G,SI1,Feb,2026,-24
,1.01-1.09,G,SI2,Feb,2026,-24
,1.01-1.09,G,I1,Feb,2026,-18
,1.01-1.09,H,IF,Feb,2026,-22
,1.01-1.09,H,VVS1,Feb,2026,-21
,1.01-1.09,H,VVS2,Feb,2026,-23
,1.01-1.09,H,VS1,Feb,2026,-23
,1.01-1.09,H,VS2,Feb,2026,-22
,1.01-1.09,H,SI1,Feb,2026,-23
,1.01-1.09,H,SI2,Feb,2026,-25
,1.01-1.09,H,I1,Feb,2026,-17
,1.01-1.09,I,IF,Feb,2026,-22
,1.01-1.09,I,VVS1,Feb,2026,-22
,1.01-1.09,I,VVS2,Feb,2026,-23
,1.01-1.09,I,VS1,Feb,2026,-23
,1.01-1.09,I,VS2,Feb,2026,-24
,1.01-1.09,I,SI1,Feb,2026,-26
,1.01-1.09,I,SI2,Feb,2026,-27
,1.01-1.09,I,I1,Feb,2026,-15
,1.01-1.09,J,IF,Feb,2026,-24
,1.01-1.09,J,VVS1,Feb,2026,-24
,1.01-1.09,J,VVS2,Feb,2026,-24
,1.01-1.09,J,VS1,Feb,2026,-23
,1.01-1.09,J,VS2,Feb,2026,-25
,1.01-1.09,J,SI1,Feb,2026,-23
,1.01-1.09,J,SI2,Feb,2026,-26
,1.01-1.09,J,I1,Feb,2026,-17
,1.01-1.09,K,IF,Feb,2026,-24
,1.01-1.09,K,VVS1,Feb,2026,-24
,1.01-1.09,K,VVS2,Feb,2026,-23
,1.01-1.09,K,VS1,Feb,2026,-25
,1.01-1.09,K,VS2,Feb,2026,-26
,1.01-1.09,K,SI1,Feb,2026,-25
,1.01-1.09,K,SI2,Feb,2026,-26
,1.01-1.09,K,I1,Feb,2026,-17
,1.01-1.09,L,IF,Feb,2026,-26
,1.01-1.09,L,VVS1,Feb,2026,-24
,1.01-1.09,L,VVS2,Feb,2026,-26
,1.01-1.09,L,VS1,Feb,2026,-24
,1.01-1.09,L,VS2,Feb,2026,-23
,1.01-1.09,L,SI1,Feb,2026,-21
,1.01-1.09,L,SI2,Feb,2026,-24
,1.01-1.09,L,I1,Feb,2026,-20
,1.01-1.09,M,IF,Feb,2026,-27
,1.01-1.09,M,VVS1,Feb,2026,-27
,1.01-1.09,M,VVS2,Feb,2026,-24
,1.01-1.09,M,VS1,Feb,2026,-24
,1.01-1.09,M,VS2,Feb,2026,-26
,1.01-1.09,M,SI1,Feb,2026,-25
,1.01-1.09,M,SI2,Feb,2026,-25
,1.01-1.09,M,I1,Feb,2026,-17
,1.01-1.09,D,IF,Mar,2026,-23
,1.01-1.09,D,VVS1,Mar,2026,-22
,1.01-1.09,D,VVS2,Mar,2026,-22
,1.01-1.09,D,VS1,Mar,2026,-21
,1.01-1.09,D,VS2,Mar,2026,-21
,1.01-1.09,D,SI1,Mar,2026,-20
,1.01-1.09,D,SI2,Mar,2026,-18
,1.01-1.09,D,I1,Mar,2026,-13
,1.01-1.09,E,IF,Mar,2026,-19
,1.01-1.09,E,VVS1,Mar,2026,-19
,1.01-1.09,E,VVS2,Mar,2026,-23
,1.01-1.09,E,VS1,Mar,2026,-24
,1.01-1.09,E,VS2,Mar,2026,-24
,1.01-1.09,E,SI1,Mar,2026,-23
,1.01-1.09,E,SI2,Mar,2026,-19
,1.01-1.09,E,I1,Mar,2026,-14
,1.01-1.09,F,IF,Mar,2026,-21
,1.01-1.09,F,VVS1,Mar,2026,-22
,1.01-1.09,F,VVS2,Mar,2026,-22
,1.01-1.09,F,VS1,Mar,2026,-23
,1.01-1.09,F,VS2,Mar,2026,-22
,1.01-1.09,F,SI1,Mar,2026,-23
,1.01-1.09,F,SI2,Mar,2026,-24
,1.01-1.09,F,I1,Mar,2026,-18
,1.01-1.09,G,IF,Mar,2026,-21
,1.01-1.09,G,VVS1,Mar,2026,-21
,1.01-1.09,G,VVS2,Mar,2026,-23
,1.01-1.09,G,VS1,Mar,2026,-21
,1.01-1.09,G,VS2,Mar,2026,-21
,1.01-1.09,G,SI1,Mar,2026,-22
,1.01-1.09,G,SI2,Mar,2026,-23
,1.01-1.09,G,I1,Mar,2026,-17
,1.01-1.09,H,IF,Mar,2026,-22
,1.01-1.09,H,VVS1,Mar,2026,-20
,1.01-1.09,H,VVS2,Mar,2026,-22
,1.01-1.09,H,VS1,Mar,2026,-21
,1.01-1.09,H,VS2,Mar,2026,-21
,1.01-1.09,H,SI1,Mar,2026,-23
,1.01-1.09,H,SI2,Mar,2026,-24
,1.01-1.09,H,I1,Mar,2026,-16
,1.01-1.09,I,IF,Mar,2026,-21
,1.01-1.09,I,VVS1,Mar,2026,-20
,1.01-1.09,I,VVS2,Mar,2026,-21
,1.01-1.09,I,VS1,Mar,2026,-21
,1.01-1.09,I,VS2,Mar,2026,-22
